wavs_converted/nep_3614_0736973884|कालीनाग बहुमुखी क्याम्पस दोलखा जिल्लाको सुनखानीमा अवस्थित एउटा कलेज हो|3614
wavs_converted/nep_0546_9673141857|अर्जेन्टिनाका रेसिङ कार चालक पाँच पटक फर्मुला वन च्याम्पियन|0546
wavs_converted/nep_2099_6220214087|पछ्वारी पूर्वाञ्चल विकाश क्षेत्र सगरमाथा अञ्चलको सिराहा जिल्लामा अवस्थित गाँउ विकास समिति|2099
wavs_converted/nep_6834_6231233885|मोरक्को बरकेनमा रहेको समुद्र तट|6834
wavs_converted/nep_0546_1329853697|प्रेमराज खत्रीको जन्म सुदूरपश्चिम नेपालको बैतडी जिल्लामा भएको हो|0546
wavs_converted/nep_6834_3924497885|टोकियोमा एघारवटा नगर छन् यसका अतिरिक्त टोकियोको लन्डन संयुक्त अधिराज्यसँग एक भागिदारी समझौता पनि छ|6834
wavs_converted/nep_9407_7973941193|त्यसपछि सात वर्षे अनिकालको सुरुवात भयो|9407
wavs_converted/nep_6834_4455093713|दक्षिण रुसमा रहेको नगर|6834
wavs_converted/nep_0546_5881846858|कालोगर्दने सुनचरी नेपालमा पाइने एक प्रकारको चराको नाम हो|0546
wavs_converted/nep_3614_4961954363|खेल जसमा फालिएको बल हान्ने र वरिपरि अग्रिम आधारहरूद्वारा रनहरू प्राप्त गर्न पूर्ण टोली हुन्छन्|3614
wavs_converted/nep_2099_5234496621|कालोलाई कुरूपको अर्थमा लिनुहुन्छ अस्वीकृत मान्यता कुरूपतालाई स्थापना गर्न खोजिरहेको पाउनुहुनेछ|2099
wavs_converted/nep_6587_7125428937|निजी क्षेत्रको एउटा नाम डिरे एन्ड कम्पनी हो|6587
wavs_converted/nep_2099_9278673147|किटु दैलेख जिल्लाको पिपलकोट गाउँ विकास समितिको वडा नम्बर पाँच अन्तरगत पर्ने गाउँ|2099
wavs_converted/nep_0546_0664459816|बुद्धिकृष्ण लामिछाने नेपालका लोकगीत सङ्कलक तथा गायक हुन्|0546
wavs_converted/nep_5687_0486034248|अजाइल सलुसन्सले गरेको समाज सेवा सबैका लागि दृष्टान्त भएको छ|5687
wavs_converted/nep_6834_5798576935|अमृता बस्नेत नेपाली चलचित्र क्षेत्रको एक चर्चित अभिनेत्री हुन्|6834
wavs_converted/nep_2099_6283825030|यस टावरभित्र टोकियो टावर मोम सङ्ग्रहालय रहस्यमय पैदल क्षेत्र र हस्तलाघव कलाघर पनि छ|2099
wavs_converted/nep_2099_2148816873|यस गाविसको प्रत्येक वडामा घ्याङ बौद्ध धर्मावलम्बीहरूको पूजा ध्यान गर्ने स्थान छ|2099
wavs_converted/nep_0546_3232354843|रातो हाइपरजेन्ट तारा|0546
wavs_converted/nep_2139_1361457669|रजिना कस्मेटिक एण्ड टेलरिङ्गमा जानुहोस् र मनपर्ने कुराहरू लिनुहोस्|2139
wavs_converted/nep_3960_5917581759|रुसी इन्टरनेट कम्पनी|3960
wavs_converted/nep_0283_5158477137|कबाबका पारखीहरूले घर ए कबाबमा जानु सबैभन्दा राम्रो हुन्छ|0283
wavs_converted/nep_3614_2140430566|दिपाङ ताल कास्की जिल्लाको लेखनाथ नगरपालिकामा अवस्थित ताल हो|3614
wavs_converted/nep_0546_9426840016|भोजराज ओलीको जन्म सुदूरपश्चिम नेपालको डडेलधुरा जिल्लामा भएको हो|0546
wavs_converted/nep_7957_4586775162|ज्यादातर बना तारा सम्बन्धमा शेषको एक प्रकार|7957
wavs_converted/nep_0546_3988642046|हुउँदमा बसाई सरी आउने पर्यटक चराहरूले बीसहजारी ताल जगदीशपुर ताल तथा घोडाघोडी ताल लगायतका क्षेत्रमा आफ्ना हिउँदे बास बिसाउँछन्|0546
wavs_converted/nep_2099_7385437345|यसलाई अङ्ग्रेजीमा वुड्पेकर भनिन्छ|2099
wavs_converted/nep_3614_5687959532|ट्रेड युनियनहरूको सङ्ख्या आवश्यकताभन्दा धेरै बढिरहेको छ|3614
wavs_converted/nep_3960_8036214952|सुस्मा कोइराला मोमोरीयल प्लास्टिक सर्जरी अस्पतालमा भनेजस्तो गरी काम नभए पनि यो आफ्नो मार्गमा अघि बढिरहेको छ|3960
wavs_converted/nep_2099_5502275720|सन् अठार सय एकासी देखि लगातार जनसङ्ख्या बढ्न थाल्यो|2099
wavs_converted/nep_6834_8782018734|अमेरिकी अभिनेत्री हास्य कलाकार र गायिका|6834
wavs_converted/nep_6329_9829530534|संयुक्त राज्य अमेरिकाको राज्य|6329
wavs_converted/nep_9407_3266682112|प्राचीनकालमा केरल तमिलकमको भाग सम्झिइन्थ्यो|9407
wavs_converted/nep_6834_0849854974|उनले दुई हजार दसमा जर्जियामा सुरु हुने स्टर्स टुर्नामेन्टमा भाग लिन थाले|6834
wavs_converted/nep_0546_9131901321|क्षेत्रपाटी निःशुल्क अस्पतालबाट सर्वसाधारणलाई निःशुल्क खोप प्रदान गरिँदै आएको कुरा खुल्न आएको छ|0546
wavs_converted/nep_6587_3342601207|भेराइजन कम्युनिकेसनले सञ्चार क्षेत्रमा निकै प्रगति गरेको कुरा प्रगति विवरणमा जनाएको छ|6587
wavs_converted/nep_0546_7370160468|बुढानिलकण्ठमा पुजापाठ गर्ने मानिसहरूको लाम रातीबाटै सुरु हुन्छ|0546
wavs_converted/nep_0546_3493862458|यी क्षेत्रमा सामान्य फिलाइट समूहका चट्टान|0546
wavs_converted/nep_0546_9882317584|न्यु ब्रन्विस्को राजधानी|0546
wavs_converted/nep_3614_0851358183|लिपफ्रग टेक्नोलोजी त्यसताका अमेरिकाका एउटा नयाँ प्रविधिको प्रयोग रूपमा आएको थियो|3614
wavs_converted/nep_6587_8276079438|एचसिए होल्डिङ्स इन्कका कामदारहरू धेरै दिनदेखि धर्नामा बसेका छन्|6587
wavs_converted/nep_3154_9036168307|सुपरभ्यालु इन्क ले आफ्नो प्रगति विवरण प्रस्तुत गर्दा सबै कुराको खुलासा गरेको छ|3154
wavs_converted/nep_0546_7689862348|सिरियाली लेखक र कवि|0546
wavs_converted/nep_6834_4117703500|फिल्म निर्देशक नारायण पुरीका छोरा संयम पुरी यसका प्रतिनिधि पात्र हुन्|6834
wavs_converted/nep_0546_4429317177|चन्द्रकान्त जोशीको जन्म सुदूरपश्चिम नेपालको डडेलधुरा जिल्लामा भएको हो|0546
wavs_converted/nep_0546_0987384824|ट्रुबेडर कविताको संरक्षक|0546
wavs_converted/nep_0546_9188640765|दीर्घ फुलाराको जन्म सुदूरपश्चिम नेपालको डडेलधुरा जिल्लामा भएको हो|0546
wavs_converted/nep_0258_6075003542|गोरखबहादुर थापाको जन्म सुदूरपश्चिम नेपालको बझाङ जिल्लामा भएको हो|0258
wavs_converted/nep_2099_3674649929|रामचरितमलाई मलयालमको प्रारम्भिक काव्य मानिन्छ केरलको साहित्यिक परम्परा त्योभन्दा पनि पुरानो हुनसक्छ|2099
wavs_converted/nep_7957_9501826337|ओइसीको देवता क्यामब्राईको देवता|7957
wavs_converted/nep_2139_6878749197|नेपाल बैङ्क लिमिटेड नाममा यो बैङ्क स्थापना हुन लागेको थियो|2139
wavs_converted/nep_3960_1223729754|क्याम्पियन कलेज ललितपुर जिल्लाको कुमारीपाटीमा अवस्थित एक कलेज हो|3960
wavs_converted/nep_3614_9307597497|अमेरिकी संगीतकार गायक र गीतकार|3614
wavs_converted/nep_3614_8849450592|रोममा रहेको चापको ट्रियमफल आकार|3614
wavs_converted/nep_3960_9002403130|कैलाली र सुर्खेतको सिमानामा पर्ने कुइने घाट नामक स्थानमा आएर यो नदीमा सुर्खेत तिरबाट आएको भेरी नि नदी मिसिन पुग्छ|3960
wavs_converted/nep_0283_0766374282|तिला जुम्ला जिल्लाको पूर्वी भागबाट पश्चिम हुँदै कालिकोट जिल्लामा प्रवेश गरी सेरीगाड नजिकै कर्णालीमा मिसिन्छ|0283
wavs_converted/nep_0546_1990809193|अमेरिकी गायक गीतकार|0546
wavs_converted/nep_6834_3371435677|क्वाला लाम्पुर सहर नयाँ प्रविधि अपनाउने सहरहरूमध्येको एक हो|6834
wavs_converted/nep_6834_4699081723|उत्तम प्रधान नेपाली चलचित्र क्षेत्रको एक चर्चित नायक हुन्|6834
wavs_converted/nep_3997_7701014328|खप्तड ताल नेपालको डोटी जिल्लामा अवस्थित ताल हो|3997
wavs_converted/nep_6329_9120729926|मिश्रको पाँचौँ राष्ट्रपति|6329
wavs_converted/nep_0546_6945085419|यादव कडालको जन्म सुदूरपश्चिम नेपालको डोटी जिल्लामा भएको हो|0546
wavs_converted/nep_3960_3367601833|आजभोलि क्षयरोग अस्पतालमा जाने सर्वसाधरणको सङ्ख्या घटेको कुरा उक्त विवरणमा उल्लेख छ|3960
wavs_converted/nep_0546_7521852173|पञ्चकुवा देउराली गोर्खा जिल्लामा पर्ने गाउँ विकास समिति|0546
wavs_converted/nep_0546_5887506398|इतिहासमा फुटबल सङ्घ सङ्गठनको रेकर्ड|0546
wavs_converted/nep_6834_2094802767|सन् उन्नाइस सय तिहत्तर मा फिलिपिन्सको राजधानी मनिलामा आयोजित ट्रयाक एन्ड फिल्ड प्रतियोगितामा सहभागी हुनुभयो|6834
wavs_converted/nep_3960_4407611136|डच खेल सुटर अठार सय चवन्न देखि उन्नाइस सय सैतीस सम्म|3960
wavs_converted/nep_3614_9311907114|उनको पहिरनको विषयमा खुबै चर्चा भयो|3614
wavs_converted/nep_9407_6191215837|कालीगण्डकी पत्रिका एउटा नेपाली भाषाको पत्रिका हो|9407
wavs_converted/nep_2099_9725188798|किरण क्यारी छेत्री जन्म छब्बीस अगस्ट नेपाली मूलकी अमेरिकी पत्रकार हुन्|2099
wavs_converted/nep_0546_7872130285|रोजमेरी किचन र कफी पसलको वार्षिक आम्दानी सोचेभन्दा निकै बढी भएकाले साझेदारहरूलाई थप सेयर प्रदान गरेको छ|0546
wavs_converted/nep_0546_3594640296|पीडित कलाकार एवम् गायक सुगम पोखरेलले धेरै गीतहरू गाएका छन्|0546
wavs_converted/nep_0546_5637749186|ऐतिहासिक महत्त्व बोकेको यो दरबार भक्तपुर जिल्लाको भक्तपुर दरबार क्षेत्रमा रहेको छ|0546
wavs_converted/nep_6587_4021110732|हामीले मोन्डेलेज इन्टरनेसनल इन्कमा सम्पर्क गर्दा पनि कुनै काम हुन सकेन|6587
wavs_converted/nep_6329_0879024364|इटालेली रेसकार चालक|6329
wavs_converted/nep_9407_2333970111|यो आफूभन्दा सानालाई बोलाउन प्रयोग गरिन्छ|9407
wavs_converted/nep_3614_1510110672|यो रोपवे एक सय बीस फिटको उचाइमा अवस्थित छ|3614
wavs_converted/nep_3614_1261693642|सामान्यतया ग्रामीण क्षेत्रको सानो बसोबासको प्रकार|3614
wavs_converted/nep_3154_9573259872|गुगलको गुगल म्याप्स यस फोनमा पाइँदैन|3154
wavs_converted/nep_2099_0661714172|सो विषयमा उत्तर कोरियाले चासो देखायो|2099
wavs_converted/nep_3960_0997662444|उत्तर रुसमा रहेको सहर|3960
wavs_converted/nep_3997_3549709585|पहिलो चरणमा भद्रपुरदेखि नेपालगञ्जसम्म आठ सय अन्ठानब्बे किलोमिटर अप्टिकल फाइबर बिछ्याइएको नेपाल टेलिकमले जनाएको छ|3997
wavs_converted/nep_0546_5559563135|धार्मिक पर्यटनको विकासमा नमो बुद्ध रेस्टुरेन्टले ठुलो भूमिका खेलेको छ|0546
wavs_converted/nep_2099_6300428933|बर्लिन फिल्म महोत्सवको पचासौँ वाषिर्कोत्सवमा उनलाई जुरीको अध्यक्षता गर्न निमन्त्रण गरियो|2099
wavs_converted/nep_2099_1620891327|कालीनाग बहुमुखी क्याम्पस दोलखा जिल्लाको सुनखानीमा अवस्थित एक कलेज|2099
wavs_converted/nep_2099_9621989525|नदीको किनारमा रहेका जलविद्युत परियोजनाहरू यस प्रकार छन् कालीगण्डकी जलविद्युत परियोजना नेपालको ठुला परियोजनाहरूमध्ये पर्दछ|2099
wavs_converted/nep_0546_4192847763|किउलको पूर्वमा बरुवा गाविस पश्चिममा महाँकाल गाविस उत्तरमा हेलम्बु गाविस दक्षिणमा पाल्चोक गाविस|0546
wavs_converted/nep_0546_3782097543|कपिलवस्तु जिल्लाको उत्तरी क्षेत्रमा महेन्द्र राजमार्ग तथा सन्धिखर्क सडकमा रहेको गोरुसिङे बजार यस क्षेत्रको प्रमुख व्यापारिक केन्द्र हो|0546
wavs_converted/nep_3960_3777542442|व्यक्तिहरूको स्वायत्त संस्था|3960
wavs_converted/nep_6834_0878848819|दुई हजार दस सालमा बालकृष्ण समको नाटक अन्धवेगमा शान्ति मास्केको प्रवेशसँगै नेपाली रङ्गमञ्चमा नेपाली हिरोइनको उदय भयो|6834
wavs_converted/nep_6834_2052162995|निरुता सिंह नेपालको एउटा प्रसिद्ध अभिनेत्री हुन्|6834
wavs_converted/nep_3614_5052203630|किम जोङ इल सन् उन्नाइस सय बयालिसमा उत्तर कोरियाको पेक्दु इलाका जन्मिनु भएको हो|3614
wavs_converted/nep_6329_6219227986|उन्नाइस सय छैसट्ठी कोलम्बियाली फुटबल व्यावसायिकको पहिलो श्रेणी|6329
wavs_converted/nep_0258_6957160770|झंकर साउदको जन्म सुदूरपश्चिम नेपालको अछाम जिल्लामा भएको हो|0258
wavs_converted/nep_3960_2665932010|इटालीको ट्रेभिसोको सहरमा रहेको एेतिहासिक उच्च विद्यालय|3960
wavs_converted/nep_0283_9497646917|कप्तान यज्ञबहादुरलाई दुई हजार एकतिस साल मङ्सिर छब्बिस गतेका दिन कमला नदीको किनारामा लगेर फाँसी दिइयो|0283
wavs_converted/nep_2099_8821503375|उत्तर कोरियाका अधिकारीलाई किम उनलाई उत्तर कोरियाली भावी नेताका रूपमा स्विकार्न खुफिया एजेन्सीले बताएको थियो|2099
wavs_converted/nep_0258_7375603014|जयभक्त जोशीको जन्म सुदूरपश्चिम नेपालको बझाङ जिल्लामा भएको हो|0258
wavs_converted/nep_0546_6699931770|कोलम्बियामा बयालिसौँ फुटबल च्याम्पियनसिप|0546
wavs_converted/nep_0546_5439122478|पर्यटन वाणिज्य शिक्षा स्वास्थ्यसम्बन्धी सुविधाले सम्पन्न पोखरा नेपाल अधिराज्यकै सुन्दर सफा नगरको रूपमा पहिचान राख्दछ|0546
wavs_converted/nep_6834_4212828810|लक्ष्मीले कलकत्ताकै सेन्ट जेभियर्स कलेजबाट सन् उन्नाइस सय उनान्सत्तरीमा कमर्समा स्नातक गरे|6834
wavs_converted/nep_3614_4722528446|महाभारत मनुस्मृतिमा आर्य क्षेत्रीय मानिएको|3614
wavs_converted/nep_0546_1841446999|गोदावरी क्षेत्रमा विभिन्न प्राकृतिक रमणीय क्षेत्रहरू छन्|0546
wavs_converted/nep_0546_2648125610|किराँतभित्र धेरै थरहरू रहेको हुनाले विभिन्न भाषा लिपि संस्कृतिहरू रहेका छन्|0546
wavs_converted/nep_2099_2836882307|किचकवध भन्ने ठाउँ झापाको पृथ्वीनगर गाविसको वडा पाँच स्थित मेची नदी देउनिया खोलाको संगममा छ|2099
wavs_converted/nep_2099_4770237520|उनीहरूले दक्षिणपूर्वी पूर्वी भागबाट हुने आक्रमणको प्रतिरोध गर्नुपर्ने सर्तमा लिम्बुवान गाभिएको थियो|2099
wavs_converted/nep_3960_4111667845|स्लोवेनियाई जैव रसायन विज्ञानी|3960
wavs_converted/nep_3614_0259047358|प्रमुख किराँती राजामा चौँथो राजा स्थुं नाम आउँछ|3614
wavs_converted/nep_0546_4626254053|जर्मनीको सक्सोनीमा रहेको गाउँ|0546
wavs_converted/nep_2099_9770682722|स्पेनले जब फिलिपिन्स कब्जा गर्‍यो तब चीन र पश्चिमा देशहरूका बिच नाटकीय ढङ्गबाट लेनदेन बढ्यो|2099
wavs_converted/nep_2099_4913924179|उनी मानवअधिकारको उल्लङ्घन परमाणु बम लामो दूरीको मिसाइलको परीक्षणका कारण अन्तर्राष्ट्रिय स्तरमा चर्चा|2099
wavs_converted/nep_9407_7175482211|यी समुदायका मानिसहरूलाई युरोपभरि निर्मूल पारियो|9407
wavs_converted/nep_0546_8174329507|कुल बिकको जन्म पनि सुदूरपश्चिम नेपालको अछाम जिल्लामा भएको हो|0546
wavs_converted/nep_6329_8043171448|दयाहाङ राईको सहायक निर्देशन छ|6329
wavs_converted/nep_0546_6827653923|यो सडक मार्गदेखि सत्तरी किलोमिटरमा सिलीगुडीसँग जोडिएको|0546
wavs_converted/nep_3960_8205149857|प्रथम सगरमाथा आरोही एडमन्ड हिलारीको सहयोगमा बनेको कुन्दे अस्पतालले पर्यटक तथा खुम्बु क्षेत्रका स्थानीय बासीको उपचारमा ठुलो योगदान दिएको छ|3960
wavs_converted/nep_0546_2880447148|जमाइकन अमेरिकी महिला चार सय मिटर ओलम्पिक दौड|0546
wavs_converted/nep_9407_1190775953|जात्रा अवधिभरि तिनलाई यसरी खुला रूपमा प्रदर्शन गरिन्छ|9407
wavs_converted/nep_2139_2734997358|मैले एउटा सौन्दर्य सामग्री पसल खोलेको छु|2139
wavs_converted/nep_2099_1866707562|काशीराज उपाध्याय नेपालका पूर्वमन्त्री हुन्|2099
wavs_converted/nep_7957_4268626399|फ्रान्सको लियोनको रेलवे स्टेसन|7957
wavs_converted/nep_7957_0082530407|अङ्ग्रेजी रग्बी सङ्घ प्रणालीको शीर्ष विभाजन|7957
wavs_converted/nep_0283_4559349270|दुई हजार उनान्सत्तरी पौष अट्ठाइस गतेबाट माघ छ गतेसम्म बढैया तालमाघी तथा कृषि महोत्सवको आयोजना गरेको छ|0283
wavs_converted/nep_3614_4532064710|दुई हजार अट्ठाइसमा धानका बाला इलरी बिलरी गीतमा नाच्ने उहाँ पहिलोपटक मञ्चमा पुग्नुभएको हो|3614
wavs_converted/nep_6587_6872949881|पिफाइजरले मुख्यतः चार क्षेत्रमा कार्य गर्दछ|6587
wavs_converted/nep_3614_9071236732|दशरथ चन्द नगरपालिका सुदूर पश्चिमाञ्चलमा अवस्थित निकै प्रख्यात सहर हो|3614
wavs_converted/nep_0283_8183720007|गुँदे ताल कास्की जिल्लाको लेखनाथ नगरपालिकामा अवस्थित ताल हो|0283
wavs_converted/nep_0546_1839946667|यसलाई अङ्ग्रेजीमा ब्ल्याक बाज भनिन्छ|0546
wavs_converted/nep_0883_9164164279|आग्रा मकवानपुर जिल्लामा पर्ने एक गाउँ विकास समिति हो|0883
wavs_converted/nep_6834_5802345009|युरोपेली रुसको केन्द्रमा रहेको सहर|6834
wavs_converted/nep_0649_1734113982|एकान्तमा बस्न डुल्न मन पराउने जापानी इजरायली जर्मन रुसी पर्यटकहरू स्थानीय बासिन्दाका घर भञ्ज्याङका होटलमा क्याम्पसाइटमा पाल टाँग्छन्|0649
wavs_converted/nep_3614_4039936347|क्युबेकको रिमाउस्कीमा रहेको सहर को जिल्ला|3614
wavs_converted/nep_2027_7274060085|इबिपर्ल्सले आफ्नोमार्ग तय गर्दा धेरै कुराहरूमाथि ध्यान पुर्‍याउनु परेको थियो|2027
wavs_converted/nep_3614_8830114578|रसियाको ओब्लास्टको जिल्लामा रहेको नगर|3614
wavs_converted/nep_0258_9867218411|शैलेन्द्र मोहन प्रधान बाबु सङ्गीत संयोजक हुन् र उहाँको जन्म हेटौँडाको स्कुल रोडमा भएको हो|0258
wavs_converted/nep_7957_9402794157|क्युबाको भिल्ला क्लारामा रहेको सहर|7957
wavs_converted/nep_0546_5967412214|कालीगण्डकी खोँच नेपालको मध्यपश्चिमी हिमाली क्षेत्रमा कालीगण्डकी नदीले बनाएको खोँच हो|0546
wavs_converted/nep_0546_7830341512|पञ्चमी बजार सिद्धिथुम्का इलाम जिल्लामा व्यपारिक केन्द्र हो|0546
wavs_converted/nep_0546_9954418010|पाटन अस्पताल पाटन नेपालका पुराना अस्पतालहरूमध्ये एक हो|0546
wavs_converted/nep_0283_8694410705|मसालेदार खाना रुचाउनेहरूले चिली बार एन्ड भोजनालयमा जानु उत्तम हुन्छ|0283
wavs_converted/nep_7957_9680379589|उन्नाइस सय उनन्चासमा कोलम्बियाली फुटबल व्यावसायिकको पहिलो श्रेणी|7957
wavs_converted/nep_3997_3180916082|चितवन राष्ट्रिय निकुञ्जमा सबै खाल्का पर्यटकहरूले मनोरञ्जन प्राप्त गर्न सक्ने हुनाले यो विश्वभर प्रसिद्ध छ|3997
wavs_converted/nep_2099_2765447007|भारतीय परम्पराअनुसार केरलमा पनि गणित अन्तरिक्ष विज्ञान ज्योतिषीको विकास परस्पर सम्बन्धित भयो|2099
wavs_converted/nep_0883_0152052664|पेरुको सबैभन्दा ठूलो सहर लिमा संसारभर प्रख्यात छ|0883
wavs_converted/nep_3614_2778765317|मर्कन्टाइल कम्युनिकेसन्सले अनलाइन पत्रकारितामा पुर्‍याएको योगदानलाई त्यति सहज र हलुका रूपमा भने लिन मिल्दैन|3614
wavs_converted/nep_7957_2306441679|मेन बेल्ट शिशु ग्रह|7957
wavs_converted/nep_6834_0721157241|जर्मन खेलकुद क्लब|6834
wavs_converted/nep_0258_7211607717|डिल्लीराज फुलाराको जन्म सुदूरपश्चिम नेपालको डोटी जिल्लामा भएको हो|0258
wavs_converted/nep_6834_6227221696|शिव शङ्कर रिजाल नेपालका एक चर्चित हाँस्य कलाकार हुन्|6834
wavs_converted/nep_6329_4443049173|इरानको इस्फाहन सहरको केन्द्रमा रहेको स्क्वाएर|6329
wavs_converted/nep_5687_8177101812|यसका सहायक नदीहरू हुम्ला कर्णाली मुगु कर्णाली ठूली भेरी सानी भेरी तिला नदी बुढीगङ्गा सेती नदीहरू हुन्|5687
wavs_converted/nep_5687_8197505801|अतिथि सत्कार नेपाली भोजनालयले पर्यटकहरूलाई शुद्ध नेपाली खाना प्रदान गर्दै आएको छ|5687
wavs_converted/nep_5687_7262327008|वीरेन्द्र प्रहरी अस्पतालमा भवन तथा उपकरणहरूको थप गर्ने कुरा चलिरहेका बेलामा यो कुरा बाहिर आएको हो|5687
wavs_converted/nep_2099_3265813239|कालोटाउके वनकाग नेपालमा पाइने एक प्रकारको चराको नाम हो|2099
wavs_converted/nep_0546_9046666695|अरकिडोनिक एसिडबाट व्युत्पन्न हुन्छ|0546
wavs_converted/nep_6329_8768926311|स्विडेनको भस्त्र गोटाल्यान्ड काउन्टीको बोरस नगरपालिकामा रहेको बसोबास|6329
wavs_converted/nep_6587_0554539830|बर्कसायर हाथवेको पनि प्रचार प्रसार सुरु भएको छ|6587
wavs_converted/nep_5687_9709651893|महोतरी जिल्ला अस्पतालमा कार्यरत कर्मचारीहरूले तलब नपाएको कुरा बाहिर आएको छ|5687
wavs_converted/nep_6834_3376277541|युटिसीको आठ तीसको समय अफसेट सुचक हाल प्रयोगमा नरहेको|6834
wavs_converted/nep_0546_5287880117|भारतको गुजरात सहर|0546
wavs_converted/nep_0258_9856286890|रत्ना जोशीको नाम साङ्गीतिक क्षेत्रमा निकै लोकप्रिय छ|0258
wavs_converted/nep_0546_7965126677|युटिसीको नौ समयको अफसेट सुचक|0546
wavs_converted/nep_0546_1913589364|झङ्कर थापाको जन्म सुदूरपश्चिम नेपालको अछाम जिल्लामा भएको हो|0546
wavs_converted/nep_0546_4571121178|संगीता शाहका गीतहरू अझै पनि लोकप्रिय छन्|0546
wavs_converted/nep_0546_8937731751|जर्मनीको सक्सोनीको फ्री राज्यको जिल्लामा रहेको नगर|0546
wavs_converted/nep_6834_3517640122|एमिनो एसिड ग्लिसाइल को उत्पादन|6834
wavs_converted/nep_0546_5451941367|कालेश्वर महादेवलाई ललितपुरको प्याङ बासीहरू आफ्ना आराध्यदेवका रूपमा लिने गर्दछन्|0546
wavs_converted/nep_9407_0613415585|कर्णाली जिल्लाको मध्य भूभाग हुँदै उत्तरबाट दक्षिणतर्फ बगेको छ|9407
wavs_converted/nep_6834_7318170766|इनग्राममाइक्रो इन्कले आफ्ना उत्पादनहरूलाई बजारसम्म लैजान नयाँ तरिका अवलम्बन गर्‍यो|6834
wavs_converted/nep_3997_3404972096|सीता बुढानिलकण्ठ स्कुलमा कक्षा दसमा र छोरा सज्जन बृहस्पति विद्या सदनमा ८ कक्षामा पढ्दै छन्|3997
wavs_converted/nep_2099_2951995413|एकपटक रसियाको मस्को किमले लग्जरी रेलकारबाटै यात्रा गरेका थिए|2099
wavs_converted/nep_0883_9678478624|जेरुसेलम सहर धार्मिक र ऐतिहासिक रूपले निकै महत्त्वपूर्ण छ|0883
wavs_converted/nep_2139_6873631989|अमरगढी सहर ऐतिहासिक किल्ला अमरगढीको काखमा रहेको छ|2139
wavs_converted/nep_2027_4199215152|स्टान्डर्ड चार्टर्ड बैङ्क नेपाल लिमिटेडले विभिन्न आर्थिक क्षेत्रहरूमा लगानी गरेको छ|2027
wavs_converted/nep_2099_2117262310|मोहनजोदाडो हडप्पा पछि हडप्पा संस्कृतिको कालीबंगा तेस्रो ठुलो नगर सिद्ध भएको छ|2099
wavs_converted/nep_3614_4281830944|न्युजिल्यान्डको दक्षिण आइल्यान्डको उत्तर ओटागोमा रहेको नगरर|3614
wavs_converted/nep_6329_2604883215|ब्रिटिस ब्यान्ड|6329
wavs_converted/nep_0546_5493767844|प्लेग महामारीका समकालीन विवरणहरू विविध केही फरक भेटिएका छन्|0546
wavs_converted/nep_2099_2664037030|यो नदी पाकिस्तानमा हकरा वाहिद नारा नामहरूले जानिन्छ|2099
wavs_converted/nep_5687_9759257572|पद्म रत्न विद्यामन्दिर कलेज सर्लाही जिल्लाको मलङ्गवामा अवस्थित एउटा कलेज हो|5687
wavs_converted/nep_2099_9002481514|दुई हजार आठमा अगस्टमा एक जापानी प्रकाशनले किम दुई हजार तीनमै मरिसकेको दाबी गर्‍यो|2099
wavs_converted/nep_0546_2282619132|उहाँले राष्ट्रिय नाचघरमा जागिर खाँदा नै कलाकारिता सुरु गर्नुभएको|0546
wavs_converted/nep_6834_7006102475|फ्रान्सेली राजनेता आपसिय दार्शनिक अर्थशास्त्री र समाजवादी|6834
wavs_converted/nep_0546_8776000401|निरज कुमारको जन्म सुदूरपश्चिम नेपालको बझाङ जिल्लामा भएको हो|0546
wavs_converted/nep_2099_2156203541|पहाडी जिल्लाहरू इलाम पाँचथर र ताप्लेजुङ तेह्रथुम सङ्खुवासभामा विभाजन गरिनु अघि पल्लो किराँतलाई लिम्बुवान भनिन्थ्यो|2099
wavs_converted/nep_3614_9994154946|जोहान कोल्ट्रेनद्वारा उन्नाइस सय पैसट्ठी स्टुडियो एल्बम|3614
wavs_converted/nep_0546_4451907228|यी दुईटै प्रबल मत छन्|0546
wavs_converted/nep_6834_1874267170|यसको मुख्यालय भियना अस्ट्रियामा छ|6834
wavs_converted/nep_2099_4604098970|उनको जन्म उन्नाइस सय उनान्सत्तरीको मार्च एघारमा अमेरिकाको सिकागो सहरमा भएको थियो|2099
wavs_converted/nep_3614_1308231523|सानो समुद्री सेउडोकोलोमेटहरूको फाइलम|3614
wavs_converted/nep_6834_5260978904|सुनील थापा नेपाली चलचित्र क्षेत्रको एक चर्चित अभिनेता हुन्|6834
wavs_converted/nep_0546_6242395806|जर्मनीको आचेनमा रहेको रोमक्याथोलिक गिर्जाघर|0546
wavs_converted/nep_9407_1315910654|यस मठका देवलहरूमा धेरै सुन्दर चित्रकला गरिएको छ|9407
wavs_converted/nep_3960_7481641089|शाही भारतीय राजकुल|3960
wavs_converted/nep_3614_2317234186|फ्रान्सेली गणतन्त्रको उन्नाइसौँ राष्ट्रपति|3614
wavs_converted/nep_0546_2028204747|फ्रान्सेली कवि र ट्रभर|0546
wavs_converted/nep_9407_4546759808|यो पत्रिकाको प्रकाशक आदर्श कन्या निकेतन हाइस्कुल हो|9407
wavs_converted/nep_0546_8708178608|अमेरिकी अल्पाइन स्कि रेसर|0546
